year1,Homicidios_mujeres,,year2,Feminicidios,,year3,Otros_tipos,,year,estado,feminicidios,,,year4,index_state,feminicidios
,,,,,,,,,,,,,2017.xlsx,2017,19,61
,,,,,,,,,,,,,2017.xlsx,2017,20,127
,,,,,,,,,,,,,2017.xlsx,2017,21,143
,,,,,,,,,,,,,2017.xlsx,2017,22,34
,,,,,,,,,,,,,2017.xlsx,2017,23,46
,,,,,,,,,,,,,2017.xlsx,2017,24,49
,,,,,,,,,,,,,2017.xlsx,2017,25,85
,,,,,,,,,,,,,2017.xlsx,2017,26,62
,,,,,,,,,,,,,2017.xlsx,2017,27,47
,,,,,,,,,,,,,2017.xlsx,2017,28,141
,,,,,,,,,,,,,2017.xlsx,2017,29,18
,,,,,,,,,,,,,2017.xlsx,2017,30,202
,,,,,,,,,,,,,2017.xlsx,2017,31,13
,,,,,,,,,,,,,2017.xlsx,2017,32,93
,,,,,,,,,,,,,2017.xlsx,2017,99,49
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2018.xlsx,2018,1,8
,,,,,,,,,,,,,2018.xlsx,2018,2,264
,,,,,,,,,,,,,2018.xlsx,2018,3,26
,,,,,,,,,,,,,2018.xlsx,2018,4,13
,,,,,,,,,,,,,2018.xlsx,2018,5,24
,,,,,,,,,,,,,2018.xlsx,2018,6,81
,,,,,,,,,,,,,2018.xlsx,2018,7,46
,,,,,,,,,,,,,2018.xlsx,2018,8,258
,,,,,,,,,,,,,2018.xlsx,2018,9,138
,,,,,,,,,,,,,2018.xlsx,2018,10,20
,,,,,,,,,,,,,2018.xlsx,2018,11,354
,,,,,,,,,,,,,2018.xlsx,2018,12,225
,,,,,,,,,,,,,2018.xlsx,2018,13,48
,,,,,,,,,,,,,2018.xlsx,2018,14,269
,,,,,,,,,,,,,2018.xlsx,2018,15,456
,,,,,,,,,,,,,2018.xlsx,2018,16,177
,,,,,,,,,,,,,2018.xlsx,2018,17,84
,,,,,,,,,,,,,2018.xlsx,2018,18,37
,,,,,,,,,,,,,2018.xlsx,2018,19,90
,,,,,,,,,,,,,2018.xlsx,2018,20,126
,,,,,,,,,,,,,2018.xlsx,2018,21,127
,,,,,,,,,,,,,2018.xlsx,2018,22,29
,,,,,,,,,,,,,2018.xlsx,2018,23,87
,,,,,,,,,,,,,2018.xlsx,2018,24,58
,,,,,,,,,,,,,2018.xlsx,2018,25,44
,,,,,,,,,,,,,2018.xlsx,2018,26,62
,,,,,,,,,,,,,2018.xlsx,2018,27,46
,,,,,,,,,,,,,2018.xlsx,2018,28,118
,,,,,,,,,,,,,2018.xlsx,2018,29,20
,,,,,,,,,,,,,2018.xlsx,2018,30,136
,,,,,,,,,,,,,2018.xlsx,2018,31,9
,,,,,,,,,,,,,2018.xlsx,2018,32,98
,,,,,,,,,,,,,2018.xlsx,2018,99,174
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2019.xlsx,2019,1,7
,,,,,,,,,,,,,2019.xlsx,2019,2,260
,,,,,,,,,,,,,2019.xlsx,2019,3,15
,,,,,,,,,,,,,2019.xlsx,2019,4,10
,,,,,,,,,,,,,2019.xlsx,2019,5,47
,,,,,,,,,,,,,2019.xlsx,2019,6,91
,,,,,,,,,,,,,2019.xlsx,2019,7,71
,,,,,,,,,,,,,2019.xlsx,2019,8,273
,,,,,,,,,,,,,2019.xlsx,2019,9,144
,,,,,,,,,,,,,2019.xlsx,2019,10,21
,,,,,,,,,,,,,2019.xlsx,2019,11,400
,,,,,,,,,,,,,2019.xlsx,2019,12,194
,,,,,,,,,,,,,2019.xlsx,2019,13,65
,,,,,,,,,,,,,2019.xlsx,2019,14,259
,,,,,,,,,,,,,2019.xlsx,2019,15,471
,,,,,,,,,,,,,2019.xlsx,2019,16,195
,,,,,,,,,,,,,2019.xlsx,2019,17,98
,,,,,,,,,,,,,2019.xlsx,2019,18,23
,,,,,,,,,,,,,2019.xlsx,2019,19,98
,,,,,,,,,,,,,2019.xlsx,2019,20,138
,,,,,,,,,,,,,2019.xlsx,2019,21,123
,,,,,,,,,,,,,2019.xlsx,2019,22,28
,,,,,,,,,,,,,2019.xlsx,2019,23,71
,,,,,,,,,,,,,2019.xlsx,2019,24,49
,,,,,,,,,,,,,2019.xlsx,2019,25,58
,,,,,,,,,,,,,2019.xlsx,2019,26,112
,,,,,,,,,,,,,2019.xlsx,2019,27,80
,,,,,,,,,,,,,2019.xlsx,2019,28,114
,,,,,,,,,,,,,2019.xlsx,2019,29,26
,,,,,,,,,,,,,2019.xlsx,2019,30,162
,,,,,,,,,,,,,2019.xlsx,2019,31,4
,,,,,,,,,,,,,2019.xlsx,2019,32,79
,,,,,,,,,,,,,2019.xlsx,2019,99,107
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2020.xlsx,2020,1,7
,,,,,,,,,,,,,2020.xlsx,2020,2,293
,,,,,,,,,,,,,2020.xlsx,2020,3,5
,,,,,,,,,,,,,2020.xlsx,2020,4,7
,,,,,,,,,,,,,2020.xlsx,2020,5,32
,,,,,,,,,,,,,2020.xlsx,2020,6,94
,,,,,,,,,,,,,2020.xlsx,2020,7,74
,,,,,,,,,,,,,2020.xlsx,2020,8,357
,,,,,,,,,,,,,2020.xlsx,2020,9,143
,,,,,,,,,,,,,2020.xlsx,2020,10,17
,,,,,,,,,,,,,2020.xlsx,2020,11,613
,,,,,,,,,,,,,2020.xlsx,2020,12,150
,,,,,,,,,,,,,2020.xlsx,2020,13,42
,,,,,,,,,,,,,2020.xlsx,2020,14,236
,,,,,,,,,,,,,2020.xlsx,2020,15,430
,,,,,,,,,,,,,2020.xlsx,2020,16,244
,,,,,,,,,,,,,2020.xlsx,2020,17,81
,,,,,,,,,,,,,2020.xlsx,2020,18,22
,,,,,,,,,,,,,2020.xlsx,2020,19,93
,,,,,,,,,,,,,2020.xlsx,2020,20,108
,,,,,,,,,,,,,2020.xlsx,2020,21,117
,,,,,,,,,,,,,2020.xlsx,2020,22,25
,,,,,,,,,,,,,2020.xlsx,2020,23,68
,,,,,,,,,,,,,2020.xlsx,2020,24,59
,,,,,,,,,,,,,2020.xlsx,2020,25,39
,,,,,,,,,,,,,2020.xlsx,2020,26,93
,,,,,,,,,,,,,2020.xlsx,2020,27,55
,,,,,,,,,,,,,2020.xlsx,2020,28,72
,,,,,,,,,,,,,2020.xlsx,2020,29,27
,,,,,,,,,,,,,2020.xlsx,2020,30,134
,,,,,,,,,,,,,2020.xlsx,2020,31,12
,,,,,,,,,,,,,2020.xlsx,2020,32,114
,,,,,,,,,,,,,2020.xlsx,2020,99,94
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2021.xlsx,2021,1,11
,,,,,,,,,,,,,2021.xlsx,2021,2,344
,,,,,,,,,,,,,2021.xlsx,2021,3,9
,,,,,,,,,,,,,2021.xlsx,2021,4,13
,,,,,,,,,,,,,2021.xlsx,2021,5,22
,,,,,,,,,,,,,2021.xlsx,2021,6,60
,,,,,,,,,,,,,2021.xlsx,2021,7,66
,,,,,,,,,,,,,2021.xlsx,2021,8,334
,,,,,,,,,,,,,2021.xlsx,2021,9,126
,,,,,,,,,,,,,2021.xlsx,2021,10,10
,,,,,,,,,,,,,2021.xlsx,2021,11,541
,,,,,,,,,,,,,2021.xlsx,2021,12,150
,,,,,,,,,,,,,2021.xlsx,2021,13,43
,,,,,,,,,,,,,2021.xlsx,2021,14,255
,,,,,,,,,,,,,2021.xlsx,2021,15,436
,,,,,,,,,,,,,2021.xlsx,2021,16,276
,,,,,,,,,,,,,2021.xlsx,2021,17,101
,,,,,,,,,,,,,2021.xlsx,2021,18,31
,,,,,,,,,,,,,2021.xlsx,2021,19,103
,,,,,,,,,,,,,2021.xlsx,2021,20,89
,,,,,,,,,,,,,2021.xlsx,2021,21,109
,,,,,,,,,,,,,2021.xlsx,2021,22,27
,,,,,,,,,,,,,2021.xlsx,2021,23,76
,,,,,,,,,,,,,2021.xlsx,2021,24,84
,,,,,,,,,,,,,2021.xlsx,2021,25,35
,,,,,,,,,,,,,2021.xlsx,2021,26,155
,,,,,,,,,,,,,2021.xlsx,2021,27,45
,,,,,,,,,,,,,2021.xlsx,2021,28,62
,,,,,,,,,,,,,2021.xlsx,2021,29,29
,,,,,,,,,,,,,2021.xlsx,2021,30,109
,,,,,,,,,,,,,2021.xlsx,2021,31,8
,,,,,,,,,,,,,2021.xlsx,2021,32,171
,,,,,,,,,,,,,2021.xlsx,2021,99,72
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2022.xlsx,2022,1,12
,,,,,,,,,,,,,2022.xlsx,2022,2,315
,,,,,,,,,,,,,2022.xlsx,2022,3,14
,,,,,,,,,,,,,2022.xlsx,2022,4,12
,,,,,,,,,,,,,2022.xlsx,2022,5,23
,,,,,,,,,,,,,2022.xlsx,2022,6,106
,,,,,,,,,,,,,2022.xlsx,2022,7,65
,,,,,,,,,,,,,2022.xlsx,2022,8,237
,,,,,,,,,,,,,2022.xlsx,2022,9,107
,,,,,,,,,,,,,2022.xlsx,2022,10,26
,,,,,,,,,,,,,2022.xlsx,2022,11,571
,,,,,,,,,,,,,2022.xlsx,2022,12,132
,,,,,,,,,,,,,2022.xlsx,2022,13,57
,,,,,,,,,,,,,2022.xlsx,2022,14,203
,,,,,,,,,,,,,2022.xlsx,2022,15,494
,,,,,,,,,,,,,2022.xlsx,2022,16,251
,,,,,,,,,,,,,2022.xlsx,2022,17,114
,,,,,,,,,,,,,2022.xlsx,2022,18,15
,,,,,,,,,,,,,2022.xlsx,2022,19,153
,,,,,,,,,,,,,2022.xlsx,2022,20,123
,,,,,,,,,,,,,2022.xlsx,2022,21,123
,,,,,,,,,,,,,2022.xlsx,2022,22,26
,,,,,,,,,,,,,2022.xlsx,2022,23,61
,,,,,,,,,,,,,2022.xlsx,2022,24,63
,,,,,,,,,,,,,2022.xlsx,2022,25,39
,,,,,,,,,,,,,2022.xlsx,2022,26,147
,,,,,,,,,,,,,2022.xlsx,2022,27,44
,,,,,,,,,,,,,2022.xlsx,2022,28,54
,,,,,,,,,,,,,2022.xlsx,2022,29,17
,,,,,,,,,,,,,2022.xlsx,2022,30,105
,,,,,,,,,,,,,2022.xlsx,2022,31,7
,,,,,,,,,,,,,2022.xlsx,2022,32,165
,,,,,,,,,,,,,2022.xlsx,2022,99,47
